student_id,student_name,fathers_name,attendance_rate,weekly_study_hours,previous_semester_score,sleep_hours_per_night,extracurricular_activities,parental_education_level,internet_access_at_home,distance_from_school,part_time_job,learning_disability,final_score,passed
967,Alexander Smith,Evelyn Smith,88.61505075826715,21,52.075827288068346,5.0,0,2,1,1,0,0,52.79,0
968,Ella Allen,Alexander Allen,81.26023847652212,0,93.41419730774626,7.0,0,0,1,0,0,0,69.77,1
969,Olivia Sharma,Camila Sharma,68.6777400523841,19,46.894380601714616,5.0,0,2,1,2,1,0,34.52,0
970,Jackson Martinez,Daniel Martinez,52.524447220620395,21,40.230228730468056,6.0,1,1,1,0,1,0,35.68,0
971,Daniel Green,Avery Green,81.37432858921397,10,70.12049186435092,10.0,1,1,1,0,0,0,61.61,1
972,Mason Clark,Lucas Clark,69.28067564328241,12,74.98766940717215,6.0,0,0,1,2,0,0,54.95,0
973,Arjun Davis,Ava Davis,96.81335697066095,2,74.73791921774827,8.0,0,1,0,2,0,0,74.49,1
974,Emma Hernandez,William Hernandez,77.09950374448829,8,43.27071564626958,10.0,0,1,1,1,0,0,52.75,0
975,Benjamin Davis,Mia Davis,96.98257556467541,11,58.84262841510595,8.0,0,0,1,1,1,0,74.81,1
976,Emily Davis,Aditi Davis,61.024184673665204,22,69.9519368104799,5.0,1,1,1,1,0,1,47.19,0
977,James Sanchez,Jackson Sanchez,86.28629551820516,13,52.99475113763445,9.0,1,0,1,0,0,0,69.29,1
978,Camila Sharma,Charlotte Sharma,80.86245104243628,32,92.35755312915379,4.0,0,2,1,1,1,0,65.88,1
979,Olivia Taylor,Sebastian Taylor,86.97041149156559,17,45.22655736768604,10.0,1,2,1,0,1,0,55.78,0
980,Ava Hill,Amelia Hill,60.73339319862684,8,69.24306650032257,7.0,1,2,1,0,0,0,58.79,0
981,James Sharma,Noah Sharma,83.24972581188868,22,81.48496345078912,4.0,0,0,1,1,1,0,58.79,0
982,Amelia White,James White,74.90201965284345,9,55.70506600806895,5.0,0,0,1,1,0,0,46.62,0
983,Aria Allen,Liam Allen,,18,77.4544442198511,5.0,0,1,1,0,0,0,62.34,1
984,Avery Martinez,Diya Martinez,66.35223220759089,4,89.76310900854247,4.0,0,1,1,2,1,0,33.97,0
985,Avery Flores,Benjamin Flores,,22,51.42021850570285,7.0,1,1,1,2,0,0,79.38,1
986,Alexander Lopez,Emma Lopez,54.21506573056752,29,95.03323550949176,10.0,0,1,1,0,0,0,63.54,1
987,Noah Flores,Isha Flores,90.3594659395594,24,73.21351195974148,10.0,1,1,1,1,0,1,81.4,1
988,Amelia Hernandez,Emma Hernandez,93.06598129075454,27,57.95392025806363,4.0,0,0,1,0,1,1,56.58,0
989,Liam Miller,Abigail Miller,90.86261556834106,33,65.85149652293624,8.0,1,0,1,0,0,0,82.23,1
990,Avery Taylor,Aria Taylor,75.6363197130888,24,58.731513027183276,6.0,0,2,1,1,0,0,63.26,1
991,Logan Harris,Jackson Harris,71.91924900153806,9,83.50666959599897,9.0,0,2,0,2,0,0,64.17,1
992,Aarav Walker,Henry Walker,99.81311432624383,13,87.77803980490793,8.0,1,2,0,0,0,0,89.15,1
993,Noah Allen,Mila Allen,61.45859756070811,29,89.97624353911966,,1,2,1,2,0,1,75.9,1
994,Olivia Lewis,Alexander Lewis,77.34379829380222,24,99.14609497514448,6.0,1,0,1,2,1,0,79.74,1
995,Oliver Martinez,Aarav Martinez,83.53377626911629,13,87.477057549801,9.0,0,0,1,1,0,0,70.57,1
996,Sebastian Taylor,Ava Taylor,85.0433817930716,34,76.0830442413138,9.0,1,0,1,0,0,1,79.6,1
997,Evelyn Hill,Avery Hill,60.20123328692893,33,60.35321790350703,9.0,1,1,0,0,0,0,64.2,1
998,Michael Lee,Jacob Lee,82.69970461699006,9,72.67572692264497,5.0,1,1,1,2,0,0,53.56,0
999,Emily Wright,Aria Wright,90.91847832406687,34,42.464090367424326,9.0,1,2,1,2,1,0,64.07,1
1000,Elizabeth Hill,Avery Hill,52.50092884105561,10,84.68950453179478,,1,1,1,1,0,0,63.46,1
1001,Mason Flores,Aditya Flores,95.57606466626582,10,66.75733270552611,4.0,1,0,1,2,0,0,62.23,1
